Location(x=106.416290, y=-12.711931, z=0.599999)
 Sun(alt: 2.02, azm: 310.00) Storm(clouds=42%, precipitation=2%, wind=40%)            Location(x=106.416290, y=-12.711931, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 48.75, azm: 355.00) Storm(clouds=10%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 43.65, azm: 2.50) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
Sun(alt: 34.90, azm: 10.00) Storm(clouds=0%, precipitation=0%, wind=5%)            Location(x=109.946968, y=-17.187952, z=0.599999)
